Delivery Start (EET);Delivery End (EET);FI Price (EUR)
15.02.2022 17:00:00;15.02.2022 18:00:00;107.58
15.02.2022 18:00:00;15.02.2022 19:00:00;116.87
15.02.2022 19:00:00;15.02.2022 20:00:00;114.95
15.02.2022 20:00:00;15.02.2022 21:00:00;50.83
15.02.2022 21:00:00;15.02.2022 22:00:00;25.07
15.02.2022 22:00:00;15.02.2022 23:00:00;23.37
15.02.2022 23:00:00;16.02.2022 00:00:00;20.05
16.02.2022 00:00:00;16.02.2022 01:00:00;15.98
16.02.2022 01:00:00;16.02.2022 02:00:00;13.99
16.02.2022 02:00:00;16.02.2022 03:00:00;14.17
16.02.2022 03:00:00;16.02.2022 04:00:00;14.67
16.02.2022 04:00:00;16.02.2022 05:00:00;15.42
16.02.2022 05:00:00;16.02.2022 06:00:00;19.11
16.02.2022 06:00:00;16.02.2022 07:00:00;23
16.02.2022 07:00:00;16.02.2022 08:00:00;88.97
16.02.2022 08:00:00;16.02.2022 09:00:00;101.05
16.02.2022 09:00:00;16.02.2022 10:00:00;105.09
16.02.2022 10:00:00;16.02.2022 11:00:00;115.34
16.02.2022 11:00:00;16.02.2022 12:00:00;118.55
16.02.2022 12:00:00;16.02.2022 13:00:00;118.02
16.02.2022 13:00:00;16.02.2022 14:00:00;115.38
16.02.2022 14:00:00;16.02.2022 15:00:00;108.73
16.02.2022 15:00:00;16.02.2022 16:00:00;101.99
16.02.2022 16:00:00;16.02.2022 17:00:00;97.57
16.02.2022 17:00:00;16.02.2022 18:00:00;99.11
16.02.2022 18:00:00;16.02.2022 19:00:00;110.76
16.02.2022 19:00:00;16.02.2022 20:00:00;110.61
16.02.2022 20:00:00;16.02.2022 21:00:00;105.05
16.02.2022 21:00:00;16.02.2022 22:00:00;78.74
16.02.2022 22:00:00;16.02.2022 23:00:00;50.15
16.02.2022 23:00:00;17.02.2022 00:00:00;42.48
17.02.2022 00:00:00;17.02.2022 01:00:00;16.99
17.02.2022 01:00:00;17.02.2022 02:00:00;17.49
17.02.2022 02:00:00;17.02.2022 03:00:00;15.04
17.02.2022 03:00:00;17.02.2022 04:00:00;15.02
17.02.2022 04:00:00;17.02.2022 05:00:00;13.97
17.02.2022 05:00:00;17.02.2022 06:00:00;15.04
17.02.2022 06:00:00;17.02.2022 07:00:00;39.07
17.02.2022 07:00:00;17.02.2022 08:00:00;90.04
17.02.2022 08:00:00;17.02.2022 09:00:00;109.78
17.02.2022 09:00:00;17.02.2022 10:00:00;107.23
17.02.2022 10:00:00;17.02.2022 11:00:00;102.55
17.02.2022 11:00:00;17.02.2022 12:00:00;95.06
17.02.2022 12:00:00;17.02.2022 13:00:00;77.47
17.02.2022 13:00:00;17.02.2022 14:00:00;65.06
17.02.2022 14:00:00;17.02.2022 15:00:00;35.98
17.02.2022 15:00:00;17.02.2022 16:00:00;42.68
17.02.2022 16:00:00;17.02.2022 17:00:00;65.69
17.02.2022 17:00:00;17.02.2022 18:00:00;86.08
17.02.2022 18:00:00;17.02.2022 19:00:00;106.22
17.02.2022 19:00:00;17.02.2022 20:00:00;107.84
17.02.2022 20:00:00;17.02.2022 21:00:00;99.11
17.02.2022 21:00:00;17.02.2022 22:00:00;59.94
17.02.2022 22:00:00;17.02.2022 23:00:00;40.06
17.02.2022 23:00:00;18.02.2022 00:00:00;35.08
18.02.2022 00:00:00;18.02.2022 01:00:00;16
18.02.2022 01:00:00;18.02.2022 02:00:00;13.24
18.02.2022 02:00:00;18.02.2022 03:00:00;12.79
18.02.2022 03:00:00;18.02.2022 04:00:00;12.75
18.02.2022 04:00:00;18.02.2022 05:00:00;12.79
18.02.2022 05:00:00;18.02.2022 06:00:00;13.16
18.02.2022 06:00:00;18.02.2022 07:00:00;23.94
18.02.2022 07:00:00;18.02.2022 08:00:00;27.03
18.02.2022 08:00:00;18.02.2022 09:00:00;96
18.02.2022 09:00:00;18.02.2022 10:00:00;99.85
18.02.2022 10:00:00;18.02.2022 11:00:00;104.72
18.02.2022 11:00:00;18.02.2022 12:00:00;95.8
18.02.2022 12:00:00;18.02.2022 13:00:00;90.09
18.02.2022 13:00:00;18.02.2022 14:00:00;93.16
18.02.2022 14:00:00;18.02.2022 15:00:00;78.91
18.02.2022 15:00:00;18.02.2022 16:00:00;67.53
18.02.2022 16:00:00;18.02.2022 17:00:00;75.03
18.02.2022 17:00:00;18.02.2022 18:00:00;95.08
18.02.2022 18:00:00;18.02.2022 19:00:00;113.84
18.02.2022 19:00:00;18.02.2022 20:00:00;118.07
18.02.2022 20:00:00;18.02.2022 21:00:00;116.23
18.02.2022 21:00:00;18.02.2022 22:00:00;109.97
18.02.2022 22:00:00;18.02.2022 23:00:00;107.11
18.02.2022 23:00:00;19.02.2022 00:00:00;99.39
19.02.2022 00:00:00;19.02.2022 01:00:00;86.4
19.02.2022 01:00:00;19.02.2022 02:00:00;25.09
19.02.2022 02:00:00;19.02.2022 03:00:00;25.01
19.02.2022 03:00:00;19.02.2022 04:00:00;16.63
19.02.2022 04:00:00;19.02.2022 05:00:00;14.38
19.02.2022 05:00:00;19.02.2022 06:00:00;19.92
19.02.2022 06:00:00;19.02.2022 07:00:00;21.98
19.02.2022 07:00:00;19.02.2022 08:00:00;23.99
19.02.2022 08:00:00;19.02.2022 09:00:00;25
19.02.2022 09:00:00;19.02.2022 10:00:00;59.39
19.02.2022 10:00:00;19.02.2022 11:00:00;86.27
19.02.2022 11:00:00;19.02.2022 12:00:00;87.89
19.02.2022 12:00:00;19.02.2022 13:00:00;85.55
19.02.2022 13:00:00;19.02.2022 14:00:00;69.85
19.02.2022 14:00:00;19.02.2022 15:00:00;63.2
19.02.2022 15:00:00;19.02.2022 16:00:00;63.95
19.02.2022 16:00:00;19.02.2022 17:00:00;70.23
19.02.2022 17:00:00;19.02.2022 18:00:00;90
19.02.2022 18:00:00;19.02.2022 19:00:00;99.95
19.02.2022 19:00:00;19.02.2022 20:00:00;114.69
19.02.2022 20:00:00;19.02.2022 21:00:00;109.6
19.02.2022 21:00:00;19.02.2022 22:00:00;95.06
19.02.2022 22:00:00;19.02.2022 23:00:00;95.77
19.02.2022 23:00:00;20.02.2022 00:00:00;91.75
20.02.2022 00:00:00;20.02.2022 01:00:00;67.3
20.02.2022 01:00:00;20.02.2022 02:00:00;35.02
20.02.2022 02:00:00;20.02.2022 03:00:00;19.87
20.02.2022 03:00:00;20.02.2022 04:00:00;20.18
20.02.2022 04:00:00;20.02.2022 05:00:00;33.41
20.02.2022 05:00:00;20.02.2022 06:00:00;50.06
20.02.2022 06:00:00;20.02.2022 07:00:00;81.42
20.02.2022 07:00:00;20.02.2022 08:00:00;78.08
20.02.2022 08:00:00;20.02.2022 09:00:00;80.08
20.02.2022 09:00:00;20.02.2022 10:00:00;88.28
20.02.2022 10:00:00;20.02.2022 11:00:00;95.06
20.02.2022 11:00:00;20.02.2022 12:00:00;98.22
20.02.2022 12:00:00;20.02.2022 13:00:00;95.09
20.02.2022 13:00:00;20.02.2022 14:00:00;88.15
20.02.2022 14:00:00;20.02.2022 15:00:00;51.8
20.02.2022 15:00:00;20.02.2022 16:00:00;52.87
20.02.2022 16:00:00;20.02.2022 17:00:00;66.22
20.02.2022 17:00:00;20.02.2022 18:00:00;73.03
20.02.2022 18:00:00;20.02.2022 19:00:00;87.04
20.02.2022 19:00:00;20.02.2022 20:00:00;94.23
20.02.2022 20:00:00;20.02.2022 21:00:00;84.67
20.02.2022 21:00:00;20.02.2022 22:00:00;86.57
20.02.2022 22:00:00;20.02.2022 23:00:00;95.05
20.02.2022 23:00:00;21.02.2022 00:00:00;87.3
21.02.2022 00:00:00;21.02.2022 01:00:00;69.63
21.02.2022 01:00:00;21.02.2022 02:00:00;45.09
21.02.2022 02:00:00;21.02.2022 03:00:00;40.01
21.02.2022 03:00:00;21.02.2022 04:00:00;31.87
21.02.2022 04:00:00;21.02.2022 05:00:00;40.77
21.02.2022 05:00:00;21.02.2022 06:00:00;47.62
21.02.2022 06:00:00;21.02.2022 07:00:00;68.8
21.02.2022 07:00:00;21.02.2022 08:00:00;97.57
21.02.2022 08:00:00;21.02.2022 09:00:00;106.69
21.02.2022 09:00:00;21.02.2022 10:00:00;110.06
21.02.2022 10:00:00;21.02.2022 11:00:00;110.04
21.02.2022 11:00:00;21.02.2022 12:00:00;109.99
21.02.2022 12:00:00;21.02.2022 13:00:00;105.01
21.02.2022 13:00:00;21.02.2022 14:00:00;92.02
21.02.2022 14:00:00;21.02.2022 15:00:00;99.9
21.02.2022 15:00:00;21.02.2022 16:00:00;104.92
21.02.2022 16:00:00;21.02.2022 17:00:00;106.16
21.02.2022 17:00:00;21.02.2022 18:00:00;100.98
21.02.2022 18:00:00;21.02.2022 19:00:00;114.89
21.02.2022 19:00:00;21.02.2022 20:00:00;116.95
21.02.2022 20:00:00;21.02.2022 21:00:00;99.96
21.02.2022 21:00:00;21.02.2022 22:00:00;50.05
21.02.2022 22:00:00;21.02.2022 23:00:00;37.89
21.02.2022 23:00:00;22.02.2022 00:00:00;21.79
22.02.2022 00:00:00;22.02.2022 01:00:00;16.93
22.02.2022 01:00:00;22.02.2022 02:00:00;35.02
22.02.2022 02:00:00;22.02.2022 03:00:00;30.04
22.02.2022 03:00:00;22.02.2022 04:00:00;33.93
22.02.2022 04:00:00;22.02.2022 05:00:00;50.01
22.02.2022 05:00:00;22.02.2022 06:00:00;56.03
22.02.2022 06:00:00;22.02.2022 07:00:00;90.71
22.02.2022 07:00:00;22.02.2022 08:00:00;117.86
22.02.2022 08:00:00;22.02.2022 09:00:00;127.95
22.02.2022 09:00:00;22.02.2022 10:00:00;206.51
22.02.2022 10:00:00;22.02.2022 11:00:00;180.27
22.02.2022 11:00:00;22.02.2022 12:00:00;144.08
22.02.2022 12:00:00;22.02.2022 13:00:00;135.04
22.02.2022 13:00:00;22.02.2022 14:00:00;121.25
22.02.2022 14:00:00;22.02.2022 15:00:00;117.66
22.02.2022 15:00:00;22.02.2022 16:00:00;118.87
22.02.2022 16:00:00;22.02.2022 17:00:00;125.29
22.02.2022 17:00:00;22.02.2022 18:00:00;136.7
22.02.2022 18:00:00;22.02.2022 19:00:00;155.21
22.02.2022 19:00:00;22.02.2022 20:00:00;162.62
22.02.2022 20:00:00;22.02.2022 21:00:00;138.82
22.02.2022 21:00:00;22.02.2022 22:00:00;117.66
22.02.2022 22:00:00;22.02.2022 23:00:00;110.56
22.02.2022 23:00:00;23.02.2022 00:00:00;108.42
23.02.2022 00:00:00;23.02.2022 01:00:00;91.63
23.02.2022 01:00:00;23.02.2022 02:00:00;97.96
23.02.2022 02:00:00;23.02.2022 03:00:00;99.4
23.02.2022 03:00:00;23.02.2022 04:00:00;91.36
23.02.2022 04:00:00;23.02.2022 05:00:00;88.34
23.02.2022 05:00:00;23.02.2022 06:00:00;97.32
23.02.2022 06:00:00;23.02.2022 07:00:00;120
23.02.2022 07:00:00;23.02.2022 08:00:00;128.42
23.02.2022 08:00:00;23.02.2022 09:00:00;140.01
23.02.2022 09:00:00;23.02.2022 10:00:00;213.68
23.02.2022 10:00:00;23.02.2022 11:00:00;126.44
23.02.2022 11:00:00;23.02.2022 12:00:00;110.88
23.02.2022 12:00:00;23.02.2022 13:00:00;111.93
23.02.2022 13:00:00;23.02.2022 14:00:00;109.95
23.02.2022 14:00:00;23.02.2022 15:00:00;105.55
23.02.2022 15:00:00;23.02.2022 16:00:00;100.9
23.02.2022 16:00:00;23.02.2022 17:00:00;109.2
23.02.2022 17:00:00;23.02.2022 18:00:00;113.38
23.02.2022 18:00:00;23.02.2022 19:00:00;115.49
23.02.2022 19:00:00;23.02.2022 20:00:00;115.33
23.02.2022 20:00:00;23.02.2022 21:00:00;111.52
23.02.2022 21:00:00;23.02.2022 22:00:00;65.42
23.02.2022 22:00:00;23.02.2022 23:00:00;35.07
23.02.2022 23:00:00;24.02.2022 00:00:00;35.1
24.02.2022 00:00:00;24.02.2022 01:00:00;11.41
24.02.2022 01:00:00;24.02.2022 02:00:00;11.71
24.02.2022 02:00:00;24.02.2022 03:00:00;11.06
24.02.2022 03:00:00;24.02.2022 04:00:00;10.85
24.02.2022 04:00:00;24.02.2022 05:00:00;11.01
24.02.2022 05:00:00;24.02.2022 06:00:00;12.05
24.02.2022 06:00:00;24.02.2022 07:00:00;12.91
24.02.2022 07:00:00;24.02.2022 08:00:00;13.77
24.02.2022 08:00:00;24.02.2022 09:00:00;66.23
24.02.2022 09:00:00;24.02.2022 10:00:00;90.05
24.02.2022 10:00:00;24.02.2022 11:00:00;80.1
24.02.2022 11:00:00;24.02.2022 12:00:00;95.01
24.02.2022 12:00:00;24.02.2022 13:00:00;57.6
24.02.2022 13:00:00;24.02.2022 14:00:00;58.85
24.02.2022 14:00:00;24.02.2022 15:00:00;61.22
24.02.2022 15:00:00;24.02.2022 16:00:00;101.38
24.02.2022 16:00:00;24.02.2022 17:00:00;109.25
24.02.2022 17:00:00;24.02.2022 18:00:00;111
24.02.2022 18:00:00;24.02.2022 19:00:00;127.01
24.02.2022 19:00:00;24.02.2022 20:00:00;127.37
24.02.2022 20:00:00;24.02.2022 21:00:00;68.69
24.02.2022 21:00:00;24.02.2022 22:00:00;41.42
24.02.2022 22:00:00;24.02.2022 23:00:00;60.51
24.02.2022 23:00:00;25.02.2022 00:00:00;44.01
25.02.2022 00:00:00;25.02.2022 01:00:00;15.95
25.02.2022 01:00:00;25.02.2022 02:00:00;15.96
25.02.2022 02:00:00;25.02.2022 03:00:00;15.97
25.02.2022 03:00:00;25.02.2022 04:00:00;15.92
25.02.2022 04:00:00;25.02.2022 05:00:00;15.97
25.02.2022 05:00:00;25.02.2022 06:00:00;20.68
25.02.2022 06:00:00;25.02.2022 07:00:00;65.04
25.02.2022 07:00:00;25.02.2022 08:00:00;109.93
25.02.2022 08:00:00;25.02.2022 09:00:00;125.52
25.02.2022 09:00:00;25.02.2022 10:00:00;125.02
25.02.2022 10:00:00;25.02.2022 11:00:00;107.16
25.02.2022 11:00:00;25.02.2022 12:00:00;98.38
25.02.2022 12:00:00;25.02.2022 13:00:00;100.25
25.02.2022 13:00:00;25.02.2022 14:00:00;89.93
25.02.2022 14:00:00;25.02.2022 15:00:00;97.07
25.02.2022 15:00:00;25.02.2022 16:00:00;93.67
25.02.2022 16:00:00;25.02.2022 17:00:00;98.52
25.02.2022 17:00:00;25.02.2022 18:00:00;119.54
25.02.2022 18:00:00;25.02.2022 19:00:00;130.59
25.02.2022 19:00:00;25.02.2022 20:00:00;134.18
25.02.2022 20:00:00;25.02.2022 21:00:00;62.03
25.02.2022 21:00:00;25.02.2022 22:00:00;37.14
25.02.2022 22:00:00;25.02.2022 23:00:00;50.09
25.02.2022 23:00:00;26.02.2022 00:00:00;50.03
26.02.2022 00:00:00;26.02.2022 01:00:00;16
26.02.2022 01:00:00;26.02.2022 02:00:00;14.08
26.02.2022 02:00:00;26.02.2022 03:00:00;14.16
26.02.2022 03:00:00;26.02.2022 04:00:00;14.38
26.02.2022 04:00:00;26.02.2022 05:00:00;14.51
26.02.2022 05:00:00;26.02.2022 06:00:00;16.93
26.02.2022 06:00:00;26.02.2022 07:00:00;17.94
26.02.2022 07:00:00;26.02.2022 08:00:00;19.92
26.02.2022 08:00:00;26.02.2022 09:00:00;19.97
26.02.2022 09:00:00;26.02.2022 10:00:00;60.05
26.02.2022 10:00:00;26.02.2022 11:00:00;78.03
26.02.2022 11:00:00;26.02.2022 12:00:00;109.91
26.02.2022 12:00:00;26.02.2022 13:00:00;109.97
26.02.2022 13:00:00;26.02.2022 14:00:00;109.99
26.02.2022 14:00:00;26.02.2022 15:00:00;119.91
26.02.2022 15:00:00;26.02.2022 16:00:00;124.48
26.02.2022 16:00:00;26.02.2022 17:00:00;138.08
26.02.2022 17:00:00;26.02.2022 18:00:00;141.1
26.02.2022 18:00:00;26.02.2022 19:00:00;145.69
26.02.2022 19:00:00;26.02.2022 20:00:00;144.82
26.02.2022 20:00:00;26.02.2022 21:00:00;109.97
26.02.2022 21:00:00;26.02.2022 22:00:00;62.6
26.02.2022 22:00:00;26.02.2022 23:00:00;65.56
26.02.2022 23:00:00;27.02.2022 00:00:00;39.9
27.02.2022 00:00:00;27.02.2022 01:00:00;17.24
27.02.2022 01:00:00;27.02.2022 02:00:00;14.1
27.02.2022 02:00:00;27.02.2022 03:00:00;13.99
27.02.2022 03:00:00;27.02.2022 04:00:00;13.96
27.02.2022 04:00:00;27.02.2022 05:00:00;14.04
27.02.2022 05:00:00;27.02.2022 06:00:00;14.2
27.02.2022 06:00:00;27.02.2022 07:00:00;14.2
27.02.2022 07:00:00;27.02.2022 08:00:00;14.68
27.02.2022 08:00:00;27.02.2022 09:00:00;19.99
27.02.2022 09:00:00;27.02.2022 10:00:00;39.28
27.02.2022 10:00:00;27.02.2022 11:00:00;50.04
27.02.2022 11:00:00;27.02.2022 12:00:00;56.5
27.02.2022 12:00:00;27.02.2022 13:00:00;49.26
27.02.2022 13:00:00;27.02.2022 14:00:00;19.99
27.02.2022 14:00:00;27.02.2022 15:00:00;15.05
27.02.2022 15:00:00;27.02.2022 16:00:00;14.02
27.02.2022 16:00:00;27.02.2022 17:00:00;13.74
27.02.2022 17:00:00;27.02.2022 18:00:00;18.66
27.02.2022 18:00:00;27.02.2022 19:00:00;21
27.02.2022 19:00:00;27.02.2022 20:00:00;47.49
27.02.2022 20:00:00;27.02.2022 21:00:00;39.79
27.02.2022 21:00:00;27.02.2022 22:00:00;42.59
27.02.2022 22:00:00;27.02.2022 23:00:00;59.97
27.02.2022 23:00:00;28.02.2022 00:00:00;44.66
28.02.2022 00:00:00;28.02.2022 01:00:00;14.96
28.02.2022 01:00:00;28.02.2022 02:00:00;13.77
28.02.2022 02:00:00;28.02.2022 03:00:00;13.85
28.02.2022 03:00:00;28.02.2022 04:00:00;14
28.02.2022 04:00:00;28.02.2022 05:00:00;14.29
28.02.2022 05:00:00;28.02.2022 06:00:00;24.99
28.02.2022 06:00:00;28.02.2022 07:00:00;91.57
28.02.2022 07:00:00;28.02.2022 08:00:00;143.89
28.02.2022 08:00:00;28.02.2022 09:00:00;150.43
28.02.2022 09:00:00;28.02.2022 10:00:00;175.37
28.02.2022 10:00:00;28.02.2022 11:00:00;155.52
28.02.2022 11:00:00;28.02.2022 12:00:00;150.02
28.02.2022 12:00:00;28.02.2022 13:00:00;142.06
28.02.2022 13:00:00;28.02.2022 14:00:00;137.09
28.02.2022 14:00:00;28.02.2022 15:00:00;134.71
28.02.2022 15:00:00;28.02.2022 16:00:00;137.74
28.02.2022 16:00:00;28.02.2022 17:00:00;100
28.02.2022 17:00:00;28.02.2022 18:00:00;109.96
28.02.2022 18:00:00;28.02.2022 19:00:00;144
28.02.2022 19:00:00;28.02.2022 20:00:00;134.4
28.02.2022 20:00:00;28.02.2022 21:00:00;95.08
28.02.2022 21:00:00;28.02.2022 22:00:00;65.18
28.02.2022 22:00:00;28.02.2022 23:00:00;50.06
28.02.2022 23:00:00;01.03.2022 00:00:00;24.21
01.03.2022 00:00:00;01.03.2022 01:00:00;13.74
01.03.2022 01:00:00;01.03.2022 02:00:00;13.66
01.03.2022 02:00:00;01.03.2022 03:00:00;13.52
01.03.2022 03:00:00;01.03.2022 04:00:00;13.39
01.03.2022 04:00:00;01.03.2022 05:00:00;13.34
01.03.2022 05:00:00;01.03.2022 06:00:00;13.53
01.03.2022 06:00:00;01.03.2022 07:00:00;33.72
01.03.2022 07:00:00;01.03.2022 08:00:00;101.06
01.03.2022 08:00:00;01.03.2022 09:00:00;109.98
01.03.2022 09:00:00;01.03.2022 10:00:00;99.96
01.03.2022 10:00:00;01.03.2022 11:00:00;105.04
01.03.2022 11:00:00;01.03.2022 12:00:00;109.98
01.03.2022 12:00:00;01.03.2022 13:00:00;100.08
01.03.2022 13:00:00;01.03.2022 14:00:00;90.51
01.03.2022 14:00:00;01.03.2022 15:00:00;68.23
01.03.2022 15:00:00;01.03.2022 16:00:00;63.01
01.03.2022 16:00:00;01.03.2022 17:00:00;80.44
01.03.2022 17:00:00;01.03.2022 18:00:00;100.09
01.03.2022 18:00:00;01.03.2022 19:00:00;110
01.03.2022 19:00:00;01.03.2022 20:00:00;109.96
01.03.2022 20:00:00;01.03.2022 21:00:00;89.09
01.03.2022 21:00:00;01.03.2022 22:00:00;55.75
01.03.2022 22:00:00;01.03.2022 23:00:00;83.47
01.03.2022 23:00:00;02.03.2022 00:00:00;84.44
02.03.2022 00:00:00;02.03.2022 01:00:00;21.2
02.03.2022 01:00:00;02.03.2022 02:00:00;11.97
02.03.2022 02:00:00;02.03.2022 03:00:00;11.33
02.03.2022 03:00:00;02.03.2022 04:00:00;11.28
02.03.2022 04:00:00;02.03.2022 05:00:00;11.31
02.03.2022 05:00:00;02.03.2022 06:00:00;19.4
02.03.2022 06:00:00;02.03.2022 07:00:00;78.94
02.03.2022 07:00:00;02.03.2022 08:00:00;90.68
02.03.2022 08:00:00;02.03.2022 09:00:00;86.08
02.03.2022 09:00:00;02.03.2022 10:00:00;84.97
02.03.2022 10:00:00;02.03.2022 11:00:00;88.01
02.03.2022 11:00:00;02.03.2022 12:00:00;90.49
02.03.2022 12:00:00;02.03.2022 13:00:00;109.92
02.03.2022 13:00:00;02.03.2022 14:00:00;103.65
02.03.2022 14:00:00;02.03.2022 15:00:00;91.32
02.03.2022 15:00:00;02.03.2022 16:00:00;70.08
02.03.2022 16:00:00;02.03.2022 17:00:00;75.69
02.03.2022 17:00:00;02.03.2022 18:00:00;94.94
02.03.2022 18:00:00;02.03.2022 19:00:00;120.79
02.03.2022 19:00:00;02.03.2022 20:00:00;125.26
02.03.2022 20:00:00;02.03.2022 21:00:00;56.92
02.03.2022 21:00:00;02.03.2022 22:00:00;53.69
02.03.2022 22:00:00;02.03.2022 23:00:00;66.79
02.03.2022 23:00:00;03.03.2022 00:00:00;55.01
03.03.2022 00:00:00;03.03.2022 01:00:00;21.61
03.03.2022 01:00:00;03.03.2022 02:00:00;13.93
03.03.2022 02:00:00;03.03.2022 03:00:00;14.02
03.03.2022 03:00:00;03.03.2022 04:00:00;14.13
03.03.2022 04:00:00;03.03.2022 05:00:00;14.26
03.03.2022 05:00:00;03.03.2022 06:00:00;31.02
03.03.2022 06:00:00;03.03.2022 07:00:00;50.31
03.03.2022 07:00:00;03.03.2022 08:00:00;55.06
03.03.2022 08:00:00;03.03.2022 09:00:00;78.05
03.03.2022 09:00:00;03.03.2022 10:00:00;99.85
03.03.2022 10:00:00;03.03.2022 11:00:00;109.94
03.03.2022 11:00:00;03.03.2022 12:00:00;109.91
03.03.2022 12:00:00;03.03.2022 13:00:00;94.93
03.03.2022 13:00:00;03.03.2022 14:00:00;82.35
03.03.2022 14:00:00;03.03.2022 15:00:00;75.28
03.03.2022 15:00:00;03.03.2022 16:00:00;72.33
03.03.2022 16:00:00;03.03.2022 17:00:00;78.17
03.03.2022 17:00:00;03.03.2022 18:00:00;90.07
03.03.2022 18:00:00;03.03.2022 19:00:00;109.98
03.03.2022 19:00:00;03.03.2022 20:00:00;119.94
03.03.2022 20:00:00;03.03.2022 21:00:00;109.96
03.03.2022 21:00:00;03.03.2022 22:00:00;95
03.03.2022 22:00:00;03.03.2022 23:00:00;109.95
03.03.2022 23:00:00;04.03.2022 00:00:00;109.99
04.03.2022 00:00:00;04.03.2022 01:00:00;109.91
04.03.2022 01:00:00;04.03.2022 02:00:00;119.98
04.03.2022 02:00:00;04.03.2022 03:00:00;119.98
04.03.2022 03:00:00;04.03.2022 04:00:00;119.91
04.03.2022 04:00:00;04.03.2022 05:00:00;119.97
04.03.2022 05:00:00;04.03.2022 06:00:00;135.38
04.03.2022 06:00:00;04.03.2022 07:00:00;175.77
04.03.2022 07:00:00;04.03.2022 08:00:00;200.44
04.03.2022 08:00:00;04.03.2022 09:00:00;410
04.03.2022 09:00:00;04.03.2022 10:00:00;410.05
04.03.2022 10:00:00;04.03.2022 11:00:00;375.92
04.03.2022 11:00:00;04.03.2022 12:00:00;198
04.03.2022 12:00:00;04.03.2022 13:00:00;188.97
04.03.2022 13:00:00;04.03.2022 14:00:00;181.58
04.03.2022 14:00:00;04.03.2022 15:00:00;176.93
04.03.2022 15:00:00;04.03.2022 16:00:00;175.68
04.03.2022 16:00:00;04.03.2022 17:00:00;175.05
04.03.2022 17:00:00;04.03.2022 18:00:00;176.6
04.03.2022 18:00:00;04.03.2022 19:00:00;201.13
04.03.2022 19:00:00;04.03.2022 20:00:00;240.79
04.03.2022 20:00:00;04.03.2022 21:00:00;199.48
04.03.2022 21:00:00;04.03.2022 22:00:00;182.27
04.03.2022 22:00:00;04.03.2022 23:00:00;165.37
04.03.2022 23:00:00;05.03.2022 00:00:00;156.45
05.03.2022 00:00:00;05.03.2022 01:00:00;109.96
05.03.2022 01:00:00;05.03.2022 02:00:00;118.35
05.03.2022 02:00:00;05.03.2022 03:00:00;87.64
05.03.2022 03:00:00;05.03.2022 04:00:00;68.04
05.03.2022 04:00:00;05.03.2022 05:00:00;60.99
05.03.2022 05:00:00;05.03.2022 06:00:00;63.71
05.03.2022 06:00:00;05.03.2022 07:00:00;73.17
05.03.2022 07:00:00;05.03.2022 08:00:00;61.64
05.03.2022 08:00:00;05.03.2022 09:00:00;65.13
05.03.2022 09:00:00;05.03.2022 10:00:00;67.33
05.03.2022 10:00:00;05.03.2022 11:00:00;71.33
05.03.2022 11:00:00;05.03.2022 12:00:00;76.97
05.03.2022 12:00:00;05.03.2022 13:00:00;71.58
05.03.2022 13:00:00;05.03.2022 14:00:00;76.67
05.03.2022 14:00:00;05.03.2022 15:00:00;69.96
05.03.2022 15:00:00;05.03.2022 16:00:00;59.79
05.03.2022 16:00:00;05.03.2022 17:00:00;70.7
05.03.2022 17:00:00;05.03.2022 18:00:00;109.92
05.03.2022 18:00:00;05.03.2022 19:00:00;117.89
05.03.2022 19:00:00;05.03.2022 20:00:00;115.4
05.03.2022 20:00:00;05.03.2022 21:00:00;109.98
05.03.2022 21:00:00;05.03.2022 22:00:00;88.49
05.03.2022 22:00:00;05.03.2022 23:00:00;119.92
05.03.2022 23:00:00;06.03.2022 00:00:00;107.1
06.03.2022 00:00:00;06.03.2022 01:00:00;74.14
06.03.2022 01:00:00;06.03.2022 02:00:00;52.04
06.03.2022 02:00:00;06.03.2022 03:00:00;34.95
06.03.2022 03:00:00;06.03.2022 04:00:00;30.09
06.03.2022 04:00:00;06.03.2022 05:00:00;32.67
06.03.2022 05:00:00;06.03.2022 06:00:00;42.97
06.03.2022 06:00:00;06.03.2022 07:00:00;39.48
06.03.2022 07:00:00;06.03.2022 08:00:00;40.38
06.03.2022 08:00:00;06.03.2022 09:00:00;60.02
06.03.2022 09:00:00;06.03.2022 10:00:00;67.54
06.03.2022 10:00:00;06.03.2022 11:00:00;89.99
06.03.2022 11:00:00;06.03.2022 12:00:00;70.09
06.03.2022 12:00:00;06.03.2022 13:00:00;60.05
06.03.2022 13:00:00;06.03.2022 14:00:00;48.93
06.03.2022 14:00:00;06.03.2022 15:00:00;33.87
06.03.2022 15:00:00;06.03.2022 16:00:00;25.08
06.03.2022 16:00:00;06.03.2022 17:00:00;34.59
06.03.2022 17:00:00;06.03.2022 18:00:00;50.31
06.03.2022 18:00:00;06.03.2022 19:00:00;130
06.03.2022 19:00:00;06.03.2022 20:00:00;130.08
06.03.2022 20:00:00;06.03.2022 21:00:00;99.94
06.03.2022 21:00:00;06.03.2022 22:00:00;69.67
06.03.2022 22:00:00;06.03.2022 23:00:00;90.95
06.03.2022 23:00:00;07.03.2022 00:00:00;77.75
07.03.2022 00:00:00;07.03.2022 01:00:00;44.44
07.03.2022 01:00:00;07.03.2022 02:00:00;55.02
07.03.2022 02:00:00;07.03.2022 03:00:00;54.05
