Delivery Start (EET);Delivery End (EET);FI Price (EUR)
04.01.2022 17:00:00;04.01.2022 18:00:00;161.35
04.01.2022 18:00:00;04.01.2022 19:00:00;167.76
04.01.2022 19:00:00;04.01.2022 20:00:00;164.46
04.01.2022 20:00:00;04.01.2022 21:00:00;153.88
04.01.2022 21:00:00;04.01.2022 22:00:00;146.81
04.01.2022 22:00:00;04.01.2022 23:00:00;128.75
04.01.2022 23:00:00;05.01.2022 00:00:00;112.96
05.01.2022 00:00:00;05.01.2022 01:00:00;84.11
05.01.2022 01:00:00;05.01.2022 02:00:00;93.87
05.01.2022 02:00:00;05.01.2022 03:00:00;85.3
05.01.2022 03:00:00;05.01.2022 04:00:00;84.5
05.01.2022 04:00:00;05.01.2022 05:00:00;75.38
05.01.2022 05:00:00;05.01.2022 06:00:00;79.11
05.01.2022 06:00:00;05.01.2022 07:00:00;94.79
05.01.2022 07:00:00;05.01.2022 08:00:00;121.92
05.01.2022 08:00:00;05.01.2022 09:00:00;139.9
05.01.2022 09:00:00;05.01.2022 10:00:00;147.74
05.01.2022 10:00:00;05.01.2022 11:00:00;141.47
05.01.2022 11:00:00;05.01.2022 12:00:00;135.97
05.01.2022 12:00:00;05.01.2022 13:00:00;129.99
05.01.2022 13:00:00;05.01.2022 14:00:00;150.31
05.01.2022 14:00:00;05.01.2022 15:00:00;134.71
05.01.2022 15:00:00;05.01.2022 16:00:00;149.92
05.01.2022 16:00:00;05.01.2022 17:00:00;160.01
05.01.2022 17:00:00;05.01.2022 18:00:00;137.28
05.01.2022 18:00:00;05.01.2022 19:00:00;148.09
05.01.2022 19:00:00;05.01.2022 20:00:00;139.88
05.01.2022 20:00:00;05.01.2022 21:00:00;135.75
05.01.2022 21:00:00;05.01.2022 22:00:00;119.93
05.01.2022 22:00:00;05.01.2022 23:00:00;98.09
05.01.2022 23:00:00;06.01.2022 00:00:00;118.71
06.01.2022 00:00:00;06.01.2022 01:00:00;97.29
06.01.2022 01:00:00;06.01.2022 02:00:00;93.29
06.01.2022 02:00:00;06.01.2022 03:00:00;80.77
06.01.2022 03:00:00;06.01.2022 04:00:00;78.08
06.01.2022 04:00:00;06.01.2022 05:00:00;81.97
06.01.2022 05:00:00;06.01.2022 06:00:00;89.31
06.01.2022 06:00:00;06.01.2022 07:00:00;89.75
06.01.2022 07:00:00;06.01.2022 08:00:00;97.06
06.01.2022 08:00:00;06.01.2022 09:00:00;110.87
06.01.2022 09:00:00;06.01.2022 10:00:00;136.88
06.01.2022 10:00:00;06.01.2022 11:00:00;205.87
06.01.2022 11:00:00;06.01.2022 12:00:00;209.25
06.01.2022 12:00:00;06.01.2022 13:00:00;224.71
06.01.2022 13:00:00;06.01.2022 14:00:00;218.99
06.01.2022 14:00:00;06.01.2022 15:00:00;202.71
06.01.2022 15:00:00;06.01.2022 16:00:00;209.36
06.01.2022 16:00:00;06.01.2022 17:00:00;225.23
06.01.2022 17:00:00;06.01.2022 18:00:00;245.95
06.01.2022 18:00:00;06.01.2022 19:00:00;264.74
06.01.2022 19:00:00;06.01.2022 20:00:00;270.07
06.01.2022 20:00:00;06.01.2022 21:00:00;220.32
06.01.2022 21:00:00;06.01.2022 22:00:00;217.91
06.01.2022 22:00:00;06.01.2022 23:00:00;203.31
06.01.2022 23:00:00;07.01.2022 00:00:00;171.31
07.01.2022 00:00:00;07.01.2022 01:00:00;124.7
07.01.2022 01:00:00;07.01.2022 02:00:00;128.92
07.01.2022 02:00:00;07.01.2022 03:00:00;116.65
07.01.2022 03:00:00;07.01.2022 04:00:00;100.54
07.01.2022 04:00:00;07.01.2022 05:00:00;99.47
07.01.2022 05:00:00;07.01.2022 06:00:00;101.74
07.01.2022 06:00:00;07.01.2022 07:00:00;114.99
07.01.2022 07:00:00;07.01.2022 08:00:00;140.19
07.01.2022 08:00:00;07.01.2022 09:00:00;170.53
07.01.2022 09:00:00;07.01.2022 10:00:00;175.66
07.01.2022 10:00:00;07.01.2022 11:00:00;161.85
07.01.2022 11:00:00;07.01.2022 12:00:00;161.37
07.01.2022 12:00:00;07.01.2022 13:00:00;166.06
07.01.2022 13:00:00;07.01.2022 14:00:00;166.54
07.01.2022 14:00:00;07.01.2022 15:00:00;166.04
07.01.2022 15:00:00;07.01.2022 16:00:00;169.43
07.01.2022 16:00:00;07.01.2022 17:00:00;189.7
07.01.2022 17:00:00;07.01.2022 18:00:00;201.97
07.01.2022 18:00:00;07.01.2022 19:00:00;243.11
07.01.2022 19:00:00;07.01.2022 20:00:00;247.72
07.01.2022 20:00:00;07.01.2022 21:00:00;200.89
07.01.2022 21:00:00;07.01.2022 22:00:00;224.33
07.01.2022 22:00:00;07.01.2022 23:00:00;213.81
07.01.2022 23:00:00;08.01.2022 00:00:00;185.94
08.01.2022 00:00:00;08.01.2022 01:00:00;144.76
08.01.2022 01:00:00;08.01.2022 02:00:00;160.71
08.01.2022 02:00:00;08.01.2022 03:00:00;146.08
08.01.2022 03:00:00;08.01.2022 04:00:00;144.64
08.01.2022 04:00:00;08.01.2022 05:00:00;146.9
08.01.2022 05:00:00;08.01.2022 06:00:00;150.07
08.01.2022 06:00:00;08.01.2022 07:00:00;154.3
08.01.2022 07:00:00;08.01.2022 08:00:00;166
08.01.2022 08:00:00;08.01.2022 09:00:00;182.91
08.01.2022 09:00:00;08.01.2022 10:00:00;182.03
08.01.2022 10:00:00;08.01.2022 11:00:00;181.02
08.01.2022 11:00:00;08.01.2022 12:00:00;170.04
08.01.2022 12:00:00;08.01.2022 13:00:00;158.5
08.01.2022 13:00:00;08.01.2022 14:00:00;158.79
08.01.2022 14:00:00;08.01.2022 15:00:00;156.07
08.01.2022 15:00:00;08.01.2022 16:00:00;156.18
08.01.2022 16:00:00;08.01.2022 17:00:00;173.88
08.01.2022 17:00:00;08.01.2022 18:00:00;182.94
08.01.2022 18:00:00;08.01.2022 19:00:00;189.9
08.01.2022 19:00:00;08.01.2022 20:00:00;182.94
08.01.2022 20:00:00;08.01.2022 21:00:00;149.96
08.01.2022 21:00:00;08.01.2022 22:00:00;145.06
08.01.2022 22:00:00;08.01.2022 23:00:00;160.04
08.01.2022 23:00:00;09.01.2022 00:00:00;126.06
09.01.2022 00:00:00;09.01.2022 01:00:00;114.11
09.01.2022 01:00:00;09.01.2022 02:00:00;85.03
09.01.2022 02:00:00;09.01.2022 03:00:00;84.4
09.01.2022 03:00:00;09.01.2022 04:00:00;82.74
09.01.2022 04:00:00;09.01.2022 05:00:00;84.5
09.01.2022 05:00:00;09.01.2022 06:00:00;110.19
09.01.2022 06:00:00;09.01.2022 07:00:00;120.02
09.01.2022 07:00:00;09.01.2022 08:00:00;120
09.01.2022 08:00:00;09.01.2022 09:00:00;119.92
09.01.2022 09:00:00;09.01.2022 10:00:00;97.26
09.01.2022 10:00:00;09.01.2022 11:00:00;119.97
09.01.2022 11:00:00;09.01.2022 12:00:00;134.96
09.01.2022 12:00:00;09.01.2022 13:00:00;149.4
09.01.2022 13:00:00;09.01.2022 14:00:00;165.13
09.01.2022 14:00:00;09.01.2022 15:00:00;165.06
09.01.2022 15:00:00;09.01.2022 16:00:00;170.09
09.01.2022 16:00:00;09.01.2022 17:00:00;182.91
09.01.2022 17:00:00;09.01.2022 18:00:00;190.96
09.01.2022 18:00:00;09.01.2022 19:00:00;223.3
09.01.2022 19:00:00;09.01.2022 20:00:00;243.19
09.01.2022 20:00:00;09.01.2022 21:00:00;209.65
09.01.2022 21:00:00;09.01.2022 22:00:00;155.07
09.01.2022 22:00:00;09.01.2022 23:00:00;171.18
09.01.2022 23:00:00;10.01.2022 00:00:00;170.03
10.01.2022 00:00:00;10.01.2022 01:00:00;144.79
10.01.2022 01:00:00;10.01.2022 02:00:00;144.28
10.01.2022 02:00:00;10.01.2022 03:00:00;138.09
10.01.2022 03:00:00;10.01.2022 04:00:00;133.81
10.01.2022 04:00:00;10.01.2022 05:00:00;136.44
10.01.2022 05:00:00;10.01.2022 06:00:00;142.99
10.01.2022 06:00:00;10.01.2022 07:00:00;182.94
10.01.2022 07:00:00;10.01.2022 08:00:00;248.5
10.01.2022 08:00:00;10.01.2022 09:00:00;299.95
10.01.2022 09:00:00;10.01.2022 10:00:00;313.92
10.01.2022 10:00:00;10.01.2022 11:00:00;315
10.01.2022 11:00:00;10.01.2022 12:00:00;310.41
10.01.2022 12:00:00;10.01.2022 13:00:00;310.08
10.01.2022 13:00:00;10.01.2022 14:00:00;300
10.01.2022 14:00:00;10.01.2022 15:00:00;297.01
10.01.2022 15:00:00;10.01.2022 16:00:00;299.96
10.01.2022 16:00:00;10.01.2022 17:00:00;306.45
10.01.2022 17:00:00;10.01.2022 18:00:00;302.73
10.01.2022 18:00:00;10.01.2022 19:00:00;315.47
10.01.2022 19:00:00;10.01.2022 20:00:00;310.82
10.01.2022 20:00:00;10.01.2022 21:00:00;294.98
10.01.2022 21:00:00;10.01.2022 22:00:00;261.03
10.01.2022 22:00:00;10.01.2022 23:00:00;242.23
10.01.2022 23:00:00;11.01.2022 00:00:00;211.83
11.01.2022 00:00:00;11.01.2022 01:00:00;150.09
11.01.2022 01:00:00;11.01.2022 02:00:00;147.5
11.01.2022 02:00:00;11.01.2022 03:00:00;143.76
11.01.2022 03:00:00;11.01.2022 04:00:00;140.21
11.01.2022 04:00:00;11.01.2022 05:00:00;139.97
11.01.2022 05:00:00;11.01.2022 06:00:00;141.56
11.01.2022 06:00:00;11.01.2022 07:00:00;147.1
11.01.2022 07:00:00;11.01.2022 08:00:00;151.89
11.01.2022 08:00:00;11.01.2022 09:00:00;201.93
11.01.2022 09:00:00;11.01.2022 10:00:00;213.06
11.01.2022 10:00:00;11.01.2022 11:00:00;196.21
11.01.2022 11:00:00;11.01.2022 12:00:00;198.24
11.01.2022 12:00:00;11.01.2022 13:00:00;191.02
11.01.2022 13:00:00;11.01.2022 14:00:00;158.36
11.01.2022 14:00:00;11.01.2022 15:00:00;157.6
11.01.2022 15:00:00;11.01.2022 16:00:00;157.67
11.01.2022 16:00:00;11.01.2022 17:00:00;158.56
11.01.2022 17:00:00;11.01.2022 18:00:00;161.11
11.01.2022 18:00:00;11.01.2022 19:00:00;173.63
11.01.2022 19:00:00;11.01.2022 20:00:00;168.02
11.01.2022 20:00:00;11.01.2022 21:00:00;157.99
11.01.2022 21:00:00;11.01.2022 22:00:00;153.78
11.01.2022 22:00:00;11.01.2022 23:00:00;153.63
11.01.2022 23:00:00;12.01.2022 00:00:00;150.56
12.01.2022 00:00:00;12.01.2022 01:00:00;143.07
12.01.2022 01:00:00;12.01.2022 02:00:00;24.62
12.01.2022 02:00:00;12.01.2022 03:00:00;24.26
12.01.2022 03:00:00;12.01.2022 04:00:00;24.99
12.01.2022 04:00:00;12.01.2022 05:00:00;23.47
12.01.2022 05:00:00;12.01.2022 06:00:00;30.71
12.01.2022 06:00:00;12.01.2022 07:00:00;99.97
12.01.2022 07:00:00;12.01.2022 08:00:00;119.59
12.01.2022 08:00:00;12.01.2022 09:00:00;146.56
12.01.2022 09:00:00;12.01.2022 10:00:00;148.6
12.01.2022 10:00:00;12.01.2022 11:00:00;119.91
12.01.2022 11:00:00;12.01.2022 12:00:00;119.91
12.01.2022 12:00:00;12.01.2022 13:00:00;119.93
12.01.2022 13:00:00;12.01.2022 14:00:00;119.96
12.01.2022 14:00:00;12.01.2022 15:00:00;109.92
12.01.2022 15:00:00;12.01.2022 16:00:00;103.11
12.01.2022 16:00:00;12.01.2022 17:00:00;103.18
12.01.2022 17:00:00;12.01.2022 18:00:00;111.59
12.01.2022 18:00:00;12.01.2022 19:00:00;104.66
12.01.2022 19:00:00;12.01.2022 20:00:00;110
12.01.2022 20:00:00;12.01.2022 21:00:00;82.31
12.01.2022 21:00:00;12.01.2022 22:00:00;21.01
12.01.2022 22:00:00;12.01.2022 23:00:00;20.14
12.01.2022 23:00:00;13.01.2022 00:00:00;18.12
13.01.2022 00:00:00;13.01.2022 01:00:00;13.62
13.01.2022 01:00:00;13.01.2022 02:00:00;13.09
13.01.2022 02:00:00;13.01.2022 03:00:00;11.4
13.01.2022 03:00:00;13.01.2022 04:00:00;10.57
13.01.2022 04:00:00;13.01.2022 05:00:00;10.47
13.01.2022 05:00:00;13.01.2022 06:00:00;10.86
13.01.2022 06:00:00;13.01.2022 07:00:00;13.23
13.01.2022 07:00:00;13.01.2022 08:00:00;20.62
13.01.2022 08:00:00;13.01.2022 09:00:00;21.01
13.01.2022 09:00:00;13.01.2022 10:00:00;25.63
13.01.2022 10:00:00;13.01.2022 11:00:00;25.62
13.01.2022 11:00:00;13.01.2022 12:00:00;25.61
13.01.2022 12:00:00;13.01.2022 13:00:00;24.22
13.01.2022 13:00:00;13.01.2022 14:00:00;21.41
13.01.2022 14:00:00;13.01.2022 15:00:00;18.22
13.01.2022 15:00:00;13.01.2022 16:00:00;17.68
13.01.2022 16:00:00;13.01.2022 17:00:00;18.82
13.01.2022 17:00:00;13.01.2022 18:00:00;19.66
13.01.2022 18:00:00;13.01.2022 19:00:00;36.3
13.01.2022 19:00:00;13.01.2022 20:00:00;23.66
13.01.2022 20:00:00;13.01.2022 21:00:00;19.82
13.01.2022 21:00:00;13.01.2022 22:00:00;18.06
13.01.2022 22:00:00;13.01.2022 23:00:00;17.94
13.01.2022 23:00:00;14.01.2022 00:00:00;14.92
14.01.2022 00:00:00;14.01.2022 01:00:00;11.49
14.01.2022 01:00:00;14.01.2022 02:00:00;14.93
14.01.2022 02:00:00;14.01.2022 03:00:00;12.56
14.01.2022 03:00:00;14.01.2022 04:00:00;11.4
14.01.2022 04:00:00;14.01.2022 05:00:00;11.42
14.01.2022 05:00:00;14.01.2022 06:00:00;13.18
14.01.2022 06:00:00;14.01.2022 07:00:00;49.9
14.01.2022 07:00:00;14.01.2022 08:00:00;66.87
14.01.2022 08:00:00;14.01.2022 09:00:00;90.22
14.01.2022 09:00:00;14.01.2022 10:00:00;71.64
14.01.2022 10:00:00;14.01.2022 11:00:00;68.73
14.01.2022 11:00:00;14.01.2022 12:00:00;75.21
14.01.2022 12:00:00;14.01.2022 13:00:00;76.85
14.01.2022 13:00:00;14.01.2022 14:00:00;68.38
14.01.2022 14:00:00;14.01.2022 15:00:00;52.07
14.01.2022 15:00:00;14.01.2022 16:00:00;52.09
14.01.2022 16:00:00;14.01.2022 17:00:00;70
14.01.2022 17:00:00;14.01.2022 18:00:00;133.69
14.01.2022 18:00:00;14.01.2022 19:00:00;141.68
14.01.2022 19:00:00;14.01.2022 20:00:00;140.8
14.01.2022 20:00:00;14.01.2022 21:00:00;70.02
14.01.2022 21:00:00;14.01.2022 22:00:00;45.45
14.01.2022 22:00:00;14.01.2022 23:00:00;44.21
14.01.2022 23:00:00;15.01.2022 00:00:00;49.94
15.01.2022 00:00:00;15.01.2022 01:00:00;20.47
15.01.2022 01:00:00;15.01.2022 02:00:00;17.27
15.01.2022 02:00:00;15.01.2022 03:00:00;16.79
15.01.2022 03:00:00;15.01.2022 04:00:00;16.74
15.01.2022 04:00:00;15.01.2022 05:00:00;17.35
15.01.2022 05:00:00;15.01.2022 06:00:00;18.6
15.01.2022 06:00:00;15.01.2022 07:00:00;24.33
15.01.2022 07:00:00;15.01.2022 08:00:00;39.23
15.01.2022 08:00:00;15.01.2022 09:00:00;54.88
15.01.2022 09:00:00;15.01.2022 10:00:00;63.19
15.01.2022 10:00:00;15.01.2022 11:00:00;69.31
15.01.2022 11:00:00;15.01.2022 12:00:00;69.53
15.01.2022 12:00:00;15.01.2022 13:00:00;74.34
15.01.2022 13:00:00;15.01.2022 14:00:00;80.6
15.01.2022 14:00:00;15.01.2022 15:00:00;95
15.01.2022 15:00:00;15.01.2022 16:00:00;149.94
15.01.2022 16:00:00;15.01.2022 17:00:00;179.91
15.01.2022 17:00:00;15.01.2022 18:00:00;220.89
15.01.2022 18:00:00;15.01.2022 19:00:00;253.76
15.01.2022 19:00:00;15.01.2022 20:00:00;209.84
15.01.2022 20:00:00;15.01.2022 21:00:00;153.67
15.01.2022 21:00:00;15.01.2022 22:00:00;144.95
15.01.2022 22:00:00;15.01.2022 23:00:00;135.01
15.01.2022 23:00:00;16.01.2022 00:00:00;110.48
16.01.2022 00:00:00;16.01.2022 01:00:00;34.97
16.01.2022 01:00:00;16.01.2022 02:00:00;18.05
16.01.2022 02:00:00;16.01.2022 03:00:00;16.97
16.01.2022 03:00:00;16.01.2022 04:00:00;16.54
16.01.2022 04:00:00;16.01.2022 05:00:00;16
16.01.2022 05:00:00;16.01.2022 06:00:00;16.94
16.01.2022 06:00:00;16.01.2022 07:00:00;17.99
16.01.2022 07:00:00;16.01.2022 08:00:00;17.97
16.01.2022 08:00:00;16.01.2022 09:00:00;18.58
16.01.2022 09:00:00;16.01.2022 10:00:00;16.85
16.01.2022 10:00:00;16.01.2022 11:00:00;17.46
16.01.2022 11:00:00;16.01.2022 12:00:00;17.53
16.01.2022 12:00:00;16.01.2022 13:00:00;16.47
16.01.2022 13:00:00;16.01.2022 14:00:00;16.29
16.01.2022 14:00:00;16.01.2022 15:00:00;17.39
16.01.2022 15:00:00;16.01.2022 16:00:00;17.27
16.01.2022 16:00:00;16.01.2022 17:00:00;17.51
16.01.2022 17:00:00;16.01.2022 18:00:00;23.97
16.01.2022 18:00:00;16.01.2022 19:00:00;30.84
16.01.2022 19:00:00;16.01.2022 20:00:00;23.96
16.01.2022 20:00:00;16.01.2022 21:00:00;19.39
16.01.2022 21:00:00;16.01.2022 22:00:00;17.96
16.01.2022 22:00:00;16.01.2022 23:00:00;18.34
16.01.2022 23:00:00;17.01.2022 00:00:00;17.2
17.01.2022 00:00:00;17.01.2022 01:00:00;13.2
17.01.2022 01:00:00;17.01.2022 02:00:00;48.95
17.01.2022 02:00:00;17.01.2022 03:00:00;34
17.01.2022 03:00:00;17.01.2022 04:00:00;15.94
17.01.2022 04:00:00;17.01.2022 05:00:00;10.09
17.01.2022 05:00:00;17.01.2022 06:00:00;17.94
17.01.2022 06:00:00;17.01.2022 07:00:00;57.5
17.01.2022 07:00:00;17.01.2022 08:00:00;59.85
17.01.2022 08:00:00;17.01.2022 09:00:00;67.58
17.01.2022 09:00:00;17.01.2022 10:00:00;70.48
17.01.2022 10:00:00;17.01.2022 11:00:00;72.15
17.01.2022 11:00:00;17.01.2022 12:00:00;76.83
17.01.2022 12:00:00;17.01.2022 13:00:00;76.47
17.01.2022 13:00:00;17.01.2022 14:00:00;71.54
17.01.2022 14:00:00;17.01.2022 15:00:00;88.87
17.01.2022 15:00:00;17.01.2022 16:00:00;101.17
17.01.2022 16:00:00;17.01.2022 17:00:00;131.59
17.01.2022 17:00:00;17.01.2022 18:00:00;144.87
17.01.2022 18:00:00;17.01.2022 19:00:00;150.62
17.01.2022 19:00:00;17.01.2022 20:00:00;149.96
17.01.2022 20:00:00;17.01.2022 21:00:00;123.2
17.01.2022 21:00:00;17.01.2022 22:00:00;60.72
17.01.2022 22:00:00;17.01.2022 23:00:00;135.08
17.01.2022 23:00:00;18.01.2022 00:00:00;85.09
18.01.2022 00:00:00;18.01.2022 01:00:00;72.73
18.01.2022 01:00:00;18.01.2022 02:00:00;79.82
18.01.2022 02:00:00;18.01.2022 03:00:00;75.9
18.01.2022 03:00:00;18.01.2022 04:00:00;78.9
18.01.2022 04:00:00;18.01.2022 05:00:00;92.96
18.01.2022 05:00:00;18.01.2022 06:00:00;100.37
18.01.2022 06:00:00;18.01.2022 07:00:00;145.35
18.01.2022 07:00:00;18.01.2022 08:00:00;179.99
18.01.2022 08:00:00;18.01.2022 09:00:00;267.14
18.01.2022 09:00:00;18.01.2022 10:00:00;287.33
18.01.2022 10:00:00;18.01.2022 11:00:00;248.06
18.01.2022 11:00:00;18.01.2022 12:00:00;200.09
18.01.2022 12:00:00;18.01.2022 13:00:00;168.37
18.01.2022 13:00:00;18.01.2022 14:00:00;152.9
18.01.2022 14:00:00;18.01.2022 15:00:00;151.18
18.01.2022 15:00:00;18.01.2022 16:00:00;149.54
18.01.2022 16:00:00;18.01.2022 17:00:00;148.94
18.01.2022 17:00:00;18.01.2022 18:00:00;150.26
18.01.2022 18:00:00;18.01.2022 19:00:00;151.09
18.01.2022 19:00:00;18.01.2022 20:00:00;147.91
18.01.2022 20:00:00;18.01.2022 21:00:00;143.77
18.01.2022 21:00:00;18.01.2022 22:00:00;127.43
18.01.2022 22:00:00;18.01.2022 23:00:00;104.96
18.01.2022 23:00:00;19.01.2022 00:00:00;96.13
19.01.2022 00:00:00;19.01.2022 01:00:00;35.27
19.01.2022 01:00:00;19.01.2022 02:00:00;15.27
19.01.2022 02:00:00;19.01.2022 03:00:00;15.94
19.01.2022 03:00:00;19.01.2022 04:00:00;14.85
19.01.2022 04:00:00;19.01.2022 05:00:00;14.7
19.01.2022 05:00:00;19.01.2022 06:00:00;21.67
19.01.2022 06:00:00;19.01.2022 07:00:00;70.76
19.01.2022 07:00:00;19.01.2022 08:00:00;70.35
19.01.2022 08:00:00;19.01.2022 09:00:00;95.55
19.01.2022 09:00:00;19.01.2022 10:00:00;89.56
19.01.2022 10:00:00;19.01.2022 11:00:00;69.28
19.01.2022 11:00:00;19.01.2022 12:00:00;70.04
19.01.2022 12:00:00;19.01.2022 13:00:00;74.25
19.01.2022 13:00:00;19.01.2022 14:00:00;71.6
19.01.2022 14:00:00;19.01.2022 15:00:00;71.54
19.01.2022 15:00:00;19.01.2022 16:00:00;78.2
19.01.2022 16:00:00;19.01.2022 17:00:00;86.46
19.01.2022 17:00:00;19.01.2022 18:00:00;92.06
19.01.2022 18:00:00;19.01.2022 19:00:00;93.45
19.01.2022 19:00:00;19.01.2022 20:00:00;130.02
19.01.2022 20:00:00;19.01.2022 21:00:00;61.03
19.01.2022 21:00:00;19.01.2022 22:00:00;19.97
19.01.2022 22:00:00;19.01.2022 23:00:00;64.08
19.01.2022 23:00:00;20.01.2022 00:00:00;60.09
20.01.2022 00:00:00;20.01.2022 01:00:00;51.93
20.01.2022 01:00:00;20.01.2022 02:00:00;13.92
20.01.2022 02:00:00;20.01.2022 03:00:00;9.28
20.01.2022 03:00:00;20.01.2022 04:00:00;8.89
20.01.2022 04:00:00;20.01.2022 05:00:00;8.92
20.01.2022 05:00:00;20.01.2022 06:00:00;14.1
20.01.2022 06:00:00;20.01.2022 07:00:00;95.13
20.01.2022 07:00:00;20.01.2022 08:00:00;104.31
20.01.2022 08:00:00;20.01.2022 09:00:00;104.62
20.01.2022 09:00:00;20.01.2022 10:00:00;91.78
