Delivery Start (EET);Delivery End (EET);FI Price (EUR)
14.07.2023 15:00:00;14.07.2023 16:00:00;43.04
14.07.2023 16:00:00;14.07.2023 17:00:00;42.4
14.07.2023 17:00:00;14.07.2023 18:00:00;42.51
14.07.2023 18:00:00;14.07.2023 19:00:00;44.95
14.07.2023 19:00:00;14.07.2023 20:00:00;44.98
14.07.2023 20:00:00;14.07.2023 21:00:00;45.89
14.07.2023 21:00:00;14.07.2023 22:00:00;45.17
14.07.2023 22:00:00;14.07.2023 23:00:00;43.64
14.07.2023 23:00:00;15.07.2023 00:00:00;42.77
15.07.2023 00:00:00;15.07.2023 01:00:00;40.03
15.07.2023 01:00:00;15.07.2023 02:00:00;37.34
15.07.2023 02:00:00;15.07.2023 03:00:00;36.57
15.07.2023 03:00:00;15.07.2023 04:00:00;29.15
15.07.2023 04:00:00;15.07.2023 05:00:00;19.95
15.07.2023 05:00:00;15.07.2023 06:00:00;16.98
15.07.2023 06:00:00;15.07.2023 07:00:00;13.69
15.07.2023 07:00:00;15.07.2023 08:00:00;19.9
15.07.2023 08:00:00;15.07.2023 09:00:00;22.6
15.07.2023 09:00:00;15.07.2023 10:00:00;29.87
15.07.2023 10:00:00;15.07.2023 11:00:00;17.41
15.07.2023 11:00:00;15.07.2023 12:00:00;4.69
15.07.2023 12:00:00;15.07.2023 13:00:00;0.02
15.07.2023 13:00:00;15.07.2023 14:00:00;0.01
15.07.2023 14:00:00;15.07.2023 15:00:00;-0.13
15.07.2023 15:00:00;15.07.2023 16:00:00;-1.03
15.07.2023 16:00:00;15.07.2023 17:00:00;-0.1
15.07.2023 17:00:00;15.07.2023 18:00:00;1.77
15.07.2023 18:00:00;15.07.2023 19:00:00;20.9
15.07.2023 19:00:00;15.07.2023 20:00:00;35.51
15.07.2023 20:00:00;15.07.2023 21:00:00;35.79
15.07.2023 21:00:00;15.07.2023 22:00:00;33.51
15.07.2023 22:00:00;15.07.2023 23:00:00;30.67
15.07.2023 23:00:00;16.07.2023 00:00:00;20.75
16.07.2023 00:00:00;16.07.2023 01:00:00;16.22
16.07.2023 01:00:00;16.07.2023 02:00:00;13.82
16.07.2023 02:00:00;16.07.2023 03:00:00;12.42
16.07.2023 03:00:00;16.07.2023 04:00:00;2.6
16.07.2023 04:00:00;16.07.2023 05:00:00;0.07
16.07.2023 05:00:00;16.07.2023 06:00:00;0
16.07.2023 06:00:00;16.07.2023 07:00:00;-0.43
16.07.2023 07:00:00;16.07.2023 08:00:00;-2.07
16.07.2023 08:00:00;16.07.2023 09:00:00;-1.1
16.07.2023 09:00:00;16.07.2023 10:00:00;-2.09
16.07.2023 10:00:00;16.07.2023 11:00:00;-5.3
16.07.2023 11:00:00;16.07.2023 12:00:00;-6.76
16.07.2023 12:00:00;16.07.2023 13:00:00;-13.03
16.07.2023 13:00:00;16.07.2023 14:00:00;-38.39
16.07.2023 14:00:00;16.07.2023 15:00:00;-50.09
16.07.2023 15:00:00;16.07.2023 16:00:00;-60.04
16.07.2023 16:00:00;16.07.2023 17:00:00;-48.31
16.07.2023 17:00:00;16.07.2023 18:00:00;-10.1
16.07.2023 18:00:00;16.07.2023 19:00:00;-1.12
16.07.2023 19:00:00;16.07.2023 20:00:00;4.32
16.07.2023 20:00:00;16.07.2023 21:00:00;2.6
16.07.2023 21:00:00;16.07.2023 22:00:00;0.95
16.07.2023 22:00:00;16.07.2023 23:00:00;0.88
16.07.2023 23:00:00;17.07.2023 00:00:00;1.68
17.07.2023 00:00:00;17.07.2023 01:00:00;0.08
17.07.2023 01:00:00;17.07.2023 02:00:00;0
17.07.2023 02:00:00;17.07.2023 03:00:00;0
17.07.2023 03:00:00;17.07.2023 04:00:00;0
17.07.2023 04:00:00;17.07.2023 05:00:00;0.01
17.07.2023 05:00:00;17.07.2023 06:00:00;0.99
17.07.2023 06:00:00;17.07.2023 07:00:00;3.19
17.07.2023 07:00:00;17.07.2023 08:00:00;4.58
17.07.2023 08:00:00;17.07.2023 09:00:00;6
17.07.2023 09:00:00;17.07.2023 10:00:00;5.63
17.07.2023 10:00:00;17.07.2023 11:00:00;3.32
17.07.2023 11:00:00;17.07.2023 12:00:00;3.57
17.07.2023 12:00:00;17.07.2023 13:00:00;2.22
17.07.2023 13:00:00;17.07.2023 14:00:00;0.86
17.07.2023 14:00:00;17.07.2023 15:00:00;0.59
17.07.2023 15:00:00;17.07.2023 16:00:00;0
17.07.2023 16:00:00;17.07.2023 17:00:00;0.06
17.07.2023 17:00:00;17.07.2023 18:00:00;1.29
17.07.2023 18:00:00;17.07.2023 19:00:00;5.86
17.07.2023 19:00:00;17.07.2023 20:00:00;9.66
17.07.2023 20:00:00;17.07.2023 21:00:00;16.93
17.07.2023 21:00:00;17.07.2023 22:00:00;16.5
17.07.2023 22:00:00;17.07.2023 23:00:00;16.29
17.07.2023 23:00:00;18.07.2023 00:00:00;12.6
18.07.2023 00:00:00;18.07.2023 01:00:00;8.77
18.07.2023 01:00:00;18.07.2023 02:00:00;6.93
18.07.2023 02:00:00;18.07.2023 03:00:00;6.03
18.07.2023 03:00:00;18.07.2023 04:00:00;2.2
18.07.2023 04:00:00;18.07.2023 05:00:00;0.83
18.07.2023 05:00:00;18.07.2023 06:00:00;1.62
18.07.2023 06:00:00;18.07.2023 07:00:00;4.82
18.07.2023 07:00:00;18.07.2023 08:00:00;17.88
18.07.2023 08:00:00;18.07.2023 09:00:00;20.11
18.07.2023 09:00:00;18.07.2023 10:00:00;20.65
18.07.2023 10:00:00;18.07.2023 11:00:00;20.55
18.07.2023 11:00:00;18.07.2023 12:00:00;20.57
18.07.2023 12:00:00;18.07.2023 13:00:00;20.7
18.07.2023 13:00:00;18.07.2023 14:00:00;21.15
18.07.2023 14:00:00;18.07.2023 15:00:00;21.35
18.07.2023 15:00:00;18.07.2023 16:00:00;21.33
18.07.2023 16:00:00;18.07.2023 17:00:00;21
18.07.2023 17:00:00;18.07.2023 18:00:00;20.99
18.07.2023 18:00:00;18.07.2023 19:00:00;21.55
18.07.2023 19:00:00;18.07.2023 20:00:00;24.5
18.07.2023 20:00:00;18.07.2023 21:00:00;26.76
18.07.2023 21:00:00;18.07.2023 22:00:00;23.63
18.07.2023 22:00:00;18.07.2023 23:00:00;21.25
18.07.2023 23:00:00;19.07.2023 00:00:00;21.52
19.07.2023 00:00:00;19.07.2023 01:00:00;20.49
19.07.2023 01:00:00;19.07.2023 02:00:00;18.33
19.07.2023 02:00:00;19.07.2023 03:00:00;18.09
19.07.2023 03:00:00;19.07.2023 04:00:00;16.96
19.07.2023 04:00:00;19.07.2023 05:00:00;17.8
19.07.2023 05:00:00;19.07.2023 06:00:00;19.33
19.07.2023 06:00:00;19.07.2023 07:00:00;21.05
19.07.2023 07:00:00;19.07.2023 08:00:00;29.28
19.07.2023 08:00:00;19.07.2023 09:00:00;34
19.07.2023 09:00:00;19.07.2023 10:00:00;34.93
19.07.2023 10:00:00;19.07.2023 11:00:00;34.03
19.07.2023 11:00:00;19.07.2023 12:00:00;33.41
19.07.2023 12:00:00;19.07.2023 13:00:00;32.09
19.07.2023 13:00:00;19.07.2023 14:00:00;30.44
19.07.2023 14:00:00;19.07.2023 15:00:00;30.18
19.07.2023 15:00:00;19.07.2023 16:00:00;30.13
19.07.2023 16:00:00;19.07.2023 17:00:00;30.53
19.07.2023 17:00:00;19.07.2023 18:00:00;32.42
19.07.2023 18:00:00;19.07.2023 19:00:00;33.99
19.07.2023 19:00:00;19.07.2023 20:00:00;35.46
19.07.2023 20:00:00;19.07.2023 21:00:00;36.86
19.07.2023 21:00:00;19.07.2023 22:00:00;36.77
19.07.2023 22:00:00;19.07.2023 23:00:00;36.39
19.07.2023 23:00:00;20.07.2023 00:00:00;35.28
20.07.2023 00:00:00;20.07.2023 01:00:00;30.97
20.07.2023 01:00:00;20.07.2023 02:00:00;26.53
20.07.2023 02:00:00;20.07.2023 03:00:00;22.11
20.07.2023 03:00:00;20.07.2023 04:00:00;20.22
20.07.2023 04:00:00;20.07.2023 05:00:00;20.23
20.07.2023 05:00:00;20.07.2023 06:00:00;24.78
20.07.2023 06:00:00;20.07.2023 07:00:00;29.03
20.07.2023 07:00:00;20.07.2023 08:00:00;30.47
20.07.2023 08:00:00;20.07.2023 09:00:00;33.18
20.07.2023 09:00:00;20.07.2023 10:00:00;31.14
20.07.2023 10:00:00;20.07.2023 11:00:00;29.82
20.07.2023 11:00:00;20.07.2023 12:00:00;28.59
20.07.2023 12:00:00;20.07.2023 13:00:00;27.59
20.07.2023 13:00:00;20.07.2023 14:00:00;28.26
20.07.2023 14:00:00;20.07.2023 15:00:00;27.04
20.07.2023 15:00:00;20.07.2023 16:00:00;25.25
20.07.2023 16:00:00;20.07.2023 17:00:00;26.45
20.07.2023 17:00:00;20.07.2023 18:00:00;23.94
20.07.2023 18:00:00;20.07.2023 19:00:00;27.43
20.07.2023 19:00:00;20.07.2023 20:00:00;28.85
20.07.2023 20:00:00;20.07.2023 21:00:00;33.2
20.07.2023 21:00:00;20.07.2023 22:00:00;31.85
20.07.2023 22:00:00;20.07.2023 23:00:00;30.03
20.07.2023 23:00:00;21.07.2023 00:00:00;28.32
21.07.2023 00:00:00;21.07.2023 01:00:00;26.05
21.07.2023 01:00:00;21.07.2023 02:00:00;25.04
21.07.2023 02:00:00;21.07.2023 03:00:00;20.49
21.07.2023 03:00:00;21.07.2023 04:00:00;20.27
21.07.2023 04:00:00;21.07.2023 05:00:00;20.06
21.07.2023 05:00:00;21.07.2023 06:00:00;20.17
21.07.2023 06:00:00;21.07.2023 07:00:00;25.34
21.07.2023 07:00:00;21.07.2023 08:00:00;25.32
21.07.2023 08:00:00;21.07.2023 09:00:00;27.75
21.07.2023 09:00:00;21.07.2023 10:00:00;30.16
21.07.2023 10:00:00;21.07.2023 11:00:00;30.19
21.07.2023 11:00:00;21.07.2023 12:00:00;29.6
21.07.2023 12:00:00;21.07.2023 13:00:00;29.62
21.07.2023 13:00:00;21.07.2023 14:00:00;29.09
21.07.2023 14:00:00;21.07.2023 15:00:00;27.47
21.07.2023 15:00:00;21.07.2023 16:00:00;27.11
21.07.2023 16:00:00;21.07.2023 17:00:00;27.01
21.07.2023 17:00:00;21.07.2023 18:00:00;28.18
21.07.2023 18:00:00;21.07.2023 19:00:00;30.78
21.07.2023 19:00:00;21.07.2023 20:00:00;30.98
21.07.2023 20:00:00;21.07.2023 21:00:00;31.94
21.07.2023 21:00:00;21.07.2023 22:00:00;31.42
21.07.2023 22:00:00;21.07.2023 23:00:00;30.58
21.07.2023 23:00:00;22.07.2023 00:00:00;30.03
22.07.2023 00:00:00;22.07.2023 01:00:00;27.46
22.07.2023 01:00:00;22.07.2023 02:00:00;21.38
22.07.2023 02:00:00;22.07.2023 03:00:00;20.82
22.07.2023 03:00:00;22.07.2023 04:00:00;20.48
22.07.2023 04:00:00;22.07.2023 05:00:00;20.13
22.07.2023 05:00:00;22.07.2023 06:00:00;20.07
22.07.2023 06:00:00;22.07.2023 07:00:00;20.05
22.07.2023 07:00:00;22.07.2023 08:00:00;20.81
22.07.2023 08:00:00;22.07.2023 09:00:00;24.68
22.07.2023 09:00:00;22.07.2023 10:00:00;26.3
22.07.2023 10:00:00;22.07.2023 11:00:00;26.19
22.07.2023 11:00:00;22.07.2023 12:00:00;25.62
22.07.2023 12:00:00;22.07.2023 13:00:00;23.8
22.07.2023 13:00:00;22.07.2023 14:00:00;23.22
22.07.2023 14:00:00;22.07.2023 15:00:00;21.2
22.07.2023 15:00:00;22.07.2023 16:00:00;19.52
22.07.2023 16:00:00;22.07.2023 17:00:00;20.77
22.07.2023 17:00:00;22.07.2023 18:00:00;22.98
22.07.2023 18:00:00;22.07.2023 19:00:00;26.23
22.07.2023 19:00:00;22.07.2023 20:00:00;26.2
22.07.2023 20:00:00;22.07.2023 21:00:00;26.89
22.07.2023 21:00:00;22.07.2023 22:00:00;26.51
22.07.2023 22:00:00;22.07.2023 23:00:00;26.5
22.07.2023 23:00:00;23.07.2023 00:00:00;26.13
23.07.2023 00:00:00;23.07.2023 01:00:00;22.64
23.07.2023 01:00:00;23.07.2023 02:00:00;20.66
23.07.2023 02:00:00;23.07.2023 03:00:00;20.3
23.07.2023 03:00:00;23.07.2023 04:00:00;19.94
23.07.2023 04:00:00;23.07.2023 05:00:00;19.9
23.07.2023 05:00:00;23.07.2023 06:00:00;15.78
23.07.2023 06:00:00;23.07.2023 07:00:00;11.09
23.07.2023 07:00:00;23.07.2023 08:00:00;5.08
23.07.2023 08:00:00;23.07.2023 09:00:00;2.88
23.07.2023 09:00:00;23.07.2023 10:00:00;3.42
23.07.2023 10:00:00;23.07.2023 11:00:00;0.2
23.07.2023 11:00:00;23.07.2023 12:00:00;3.49
23.07.2023 12:00:00;23.07.2023 13:00:00;4.61
23.07.2023 13:00:00;23.07.2023 14:00:00;4.04
23.07.2023 14:00:00;23.07.2023 15:00:00;4.07
23.07.2023 15:00:00;23.07.2023 16:00:00;8.08
23.07.2023 16:00:00;23.07.2023 17:00:00;4.95
23.07.2023 17:00:00;23.07.2023 18:00:00;12.31
23.07.2023 18:00:00;23.07.2023 19:00:00;16.35
23.07.2023 19:00:00;23.07.2023 20:00:00;22.14
23.07.2023 20:00:00;23.07.2023 21:00:00;31.65
23.07.2023 21:00:00;23.07.2023 22:00:00;29.45
23.07.2023 22:00:00;23.07.2023 23:00:00;29.56
23.07.2023 23:00:00;24.07.2023 00:00:00;27.47
24.07.2023 00:00:00;24.07.2023 01:00:00;25.2
24.07.2023 01:00:00;24.07.2023 02:00:00;21.61
24.07.2023 02:00:00;24.07.2023 03:00:00;21.35
24.07.2023 03:00:00;24.07.2023 04:00:00;21.6
24.07.2023 04:00:00;24.07.2023 05:00:00;21.79
24.07.2023 05:00:00;24.07.2023 06:00:00;21.73
24.07.2023 06:00:00;24.07.2023 07:00:00;22.69
24.07.2023 07:00:00;24.07.2023 08:00:00;26.67
24.07.2023 08:00:00;24.07.2023 09:00:00;31.61
24.07.2023 09:00:00;24.07.2023 10:00:00;33.85
24.07.2023 10:00:00;24.07.2023 11:00:00;28.9
24.07.2023 11:00:00;24.07.2023 12:00:00;31.81
24.07.2023 12:00:00;24.07.2023 13:00:00;28.67
24.07.2023 13:00:00;24.07.2023 14:00:00;27.44
24.07.2023 14:00:00;24.07.2023 15:00:00;27
24.07.2023 15:00:00;24.07.2023 16:00:00;26.61
24.07.2023 16:00:00;24.07.2023 17:00:00;27.03
24.07.2023 17:00:00;24.07.2023 18:00:00;28.43
24.07.2023 18:00:00;24.07.2023 19:00:00;31
24.07.2023 19:00:00;24.07.2023 20:00:00;32.95
24.07.2023 20:00:00;24.07.2023 21:00:00;33.12
24.07.2023 21:00:00;24.07.2023 22:00:00;30.44
24.07.2023 22:00:00;24.07.2023 23:00:00;28.95
24.07.2023 23:00:00;25.07.2023 00:00:00;26.9
25.07.2023 00:00:00;25.07.2023 01:00:00;23.51
25.07.2023 01:00:00;25.07.2023 02:00:00;26.46
25.07.2023 02:00:00;25.07.2023 03:00:00;24.97
25.07.2023 03:00:00;25.07.2023 04:00:00;23.91
25.07.2023 04:00:00;25.07.2023 05:00:00;22
25.07.2023 05:00:00;25.07.2023 06:00:00;21.46
25.07.2023 06:00:00;25.07.2023 07:00:00;22.33
25.07.2023 07:00:00;25.07.2023 08:00:00;26.47
25.07.2023 08:00:00;25.07.2023 09:00:00;29.26
25.07.2023 09:00:00;25.07.2023 10:00:00;28.52
25.07.2023 10:00:00;25.07.2023 11:00:00;28.77
25.07.2023 11:00:00;25.07.2023 12:00:00;27.3
25.07.2023 12:00:00;25.07.2023 13:00:00;26.8
25.07.2023 13:00:00;25.07.2023 14:00:00;25.13
25.07.2023 14:00:00;25.07.2023 15:00:00;24.91
25.07.2023 15:00:00;25.07.2023 16:00:00;24.24
25.07.2023 16:00:00;25.07.2023 17:00:00;24.27
25.07.2023 17:00:00;25.07.2023 18:00:00;24.71
25.07.2023 18:00:00;25.07.2023 19:00:00;25.61
25.07.2023 19:00:00;25.07.2023 20:00:00;26.31
25.07.2023 20:00:00;25.07.2023 21:00:00;29.72
25.07.2023 21:00:00;25.07.2023 22:00:00;28.41
25.07.2023 22:00:00;25.07.2023 23:00:00;27.92
25.07.2023 23:00:00;26.07.2023 00:00:00;27.12
26.07.2023 00:00:00;26.07.2023 01:00:00;24.98
26.07.2023 01:00:00;26.07.2023 02:00:00;25.93
26.07.2023 02:00:00;26.07.2023 03:00:00;25
26.07.2023 03:00:00;26.07.2023 04:00:00;24.98
26.07.2023 04:00:00;26.07.2023 05:00:00;24.93
26.07.2023 05:00:00;26.07.2023 06:00:00;25.04
26.07.2023 06:00:00;26.07.2023 07:00:00;26.5
26.07.2023 07:00:00;26.07.2023 08:00:00;28.89
26.07.2023 08:00:00;26.07.2023 09:00:00;30.69
26.07.2023 09:00:00;26.07.2023 10:00:00;31.57
26.07.2023 10:00:00;26.07.2023 11:00:00;31.2
26.07.2023 11:00:00;26.07.2023 12:00:00;31.25
26.07.2023 12:00:00;26.07.2023 13:00:00;30.6
26.07.2023 13:00:00;26.07.2023 14:00:00;29.8
26.07.2023 14:00:00;26.07.2023 15:00:00;29.7
26.07.2023 15:00:00;26.07.2023 16:00:00;29.55
26.07.2023 16:00:00;26.07.2023 17:00:00;29.82
26.07.2023 17:00:00;26.07.2023 18:00:00;30.95
26.07.2023 18:00:00;26.07.2023 19:00:00;32.89
26.07.2023 19:00:00;26.07.2023 20:00:00;33.24
26.07.2023 20:00:00;26.07.2023 21:00:00;32.74
26.07.2023 21:00:00;26.07.2023 22:00:00;31.28
26.07.2023 22:00:00;26.07.2023 23:00:00;30.99
26.07.2023 23:00:00;27.07.2023 00:00:00;32.18
27.07.2023 00:00:00;27.07.2023 01:00:00;29.55
27.07.2023 01:00:00;27.07.2023 02:00:00;30.44
27.07.2023 02:00:00;27.07.2023 03:00:00;29.89
27.07.2023 03:00:00;27.07.2023 04:00:00;29.43
27.07.2023 04:00:00;27.07.2023 05:00:00;29.25
27.07.2023 05:00:00;27.07.2023 06:00:00;29.39
27.07.2023 06:00:00;27.07.2023 07:00:00;30.47
27.07.2023 07:00:00;27.07.2023 08:00:00;32.51
27.07.2023 08:00:00;27.07.2023 09:00:00;34.48
27.07.2023 09:00:00;27.07.2023 10:00:00;33.91
27.07.2023 10:00:00;27.07.2023 11:00:00;33.92
27.07.2023 11:00:00;27.07.2023 12:00:00;34.27
27.07.2023 12:00:00;27.07.2023 13:00:00;33.91
27.07.2023 13:00:00;27.07.2023 14:00:00;33.96
27.07.2023 14:00:00;27.07.2023 15:00:00;33.07
27.07.2023 15:00:00;27.07.2023 16:00:00;32.83
27.07.2023 16:00:00;27.07.2023 17:00:00;33.74
27.07.2023 17:00:00;27.07.2023 18:00:00;34.23
27.07.2023 18:00:00;27.07.2023 19:00:00;35.46
27.07.2023 19:00:00;27.07.2023 20:00:00;36.01
27.07.2023 20:00:00;27.07.2023 21:00:00;36.74
27.07.2023 21:00:00;27.07.2023 22:00:00;36.35
27.07.2023 22:00:00;27.07.2023 23:00:00;35.42
27.07.2023 23:00:00;28.07.2023 00:00:00;34.2
28.07.2023 00:00:00;28.07.2023 01:00:00;32.51
28.07.2023 01:00:00;28.07.2023 02:00:00;32.34
28.07.2023 02:00:00;28.07.2023 03:00:00;30.73
28.07.2023 03:00:00;28.07.2023 04:00:00;30.14
28.07.2023 04:00:00;28.07.2023 05:00:00;30.12
28.07.2023 05:00:00;28.07.2023 06:00:00;30.79
28.07.2023 06:00:00;28.07.2023 07:00:00;33.33
28.07.2023 07:00:00;28.07.2023 08:00:00;34.1
28.07.2023 08:00:00;28.07.2023 09:00:00;35.09
28.07.2023 09:00:00;28.07.2023 10:00:00;36.17
28.07.2023 10:00:00;28.07.2023 11:00:00;36.38
28.07.2023 11:00:00;28.07.2023 12:00:00;35.62
28.07.2023 12:00:00;28.07.2023 13:00:00;35.41
28.07.2023 13:00:00;28.07.2023 14:00:00;35.36
28.07.2023 14:00:00;28.07.2023 15:00:00;34.93
28.07.2023 15:00:00;28.07.2023 16:00:00;34.28
28.07.2023 16:00:00;28.07.2023 17:00:00;33.92
28.07.2023 17:00:00;28.07.2023 18:00:00;34.04
28.07.2023 18:00:00;28.07.2023 19:00:00;34.84
28.07.2023 19:00:00;28.07.2023 20:00:00;35.7
28.07.2023 20:00:00;28.07.2023 21:00:00;35.23
28.07.2023 21:00:00;28.07.2023 22:00:00;34.31
28.07.2023 22:00:00;28.07.2023 23:00:00;33.79
28.07.2023 23:00:00;29.07.2023 00:00:00;31.56
29.07.2023 00:00:00;29.07.2023 01:00:00;28.39
29.07.2023 01:00:00;29.07.2023 02:00:00;19.01
29.07.2023 02:00:00;29.07.2023 03:00:00;10.8
29.07.2023 03:00:00;29.07.2023 04:00:00;2.49
29.07.2023 04:00:00;29.07.2023 05:00:00;1.45
29.07.2023 05:00:00;29.07.2023 06:00:00;1
29.07.2023 06:00:00;29.07.2023 07:00:00;0.77
29.07.2023 07:00:00;29.07.2023 08:00:00;6.01
29.07.2023 08:00:00;29.07.2023 09:00:00;15
29.07.2023 09:00:00;29.07.2023 10:00:00;18.95
29.07.2023 10:00:00;29.07.2023 11:00:00;20.72
29.07.2023 11:00:00;29.07.2023 12:00:00;21.42
29.07.2023 12:00:00;29.07.2023 13:00:00;22.15
29.07.2023 13:00:00;29.07.2023 14:00:00;22.27
29.07.2023 14:00:00;29.07.2023 15:00:00;23.76
29.07.2023 15:00:00;29.07.2023 16:00:00;18.2
29.07.2023 16:00:00;29.07.2023 17:00:00;19.67
29.07.2023 17:00:00;29.07.2023 18:00:00;26.85
29.07.2023 18:00:00;29.07.2023 19:00:00;28.72
29.07.2023 19:00:00;29.07.2023 20:00:00;28.96
29.07.2023 20:00:00;29.07.2023 21:00:00;29.14
29.07.2023 21:00:00;29.07.2023 22:00:00;27.84
29.07.2023 22:00:00;29.07.2023 23:00:00;26.94
29.07.2023 23:00:00;30.07.2023 00:00:00;26.01
30.07.2023 00:00:00;30.07.2023 01:00:00;24.45
30.07.2023 01:00:00;30.07.2023 02:00:00;24.98
30.07.2023 02:00:00;30.07.2023 03:00:00;24.66
30.07.2023 03:00:00;30.07.2023 04:00:00;24.45
30.07.2023 04:00:00;30.07.2023 05:00:00;24.91
30.07.2023 05:00:00;30.07.2023 06:00:00;24.87
30.07.2023 06:00:00;30.07.2023 07:00:00;24.48
30.07.2023 07:00:00;30.07.2023 08:00:00;25.96
30.07.2023 08:00:00;30.07.2023 09:00:00;26.69
30.07.2023 09:00:00;30.07.2023 10:00:00;27.24
30.07.2023 10:00:00;30.07.2023 11:00:00;10.61
30.07.2023 11:00:00;30.07.2023 12:00:00;0.06
30.07.2023 12:00:00;30.07.2023 13:00:00;-0.15
30.07.2023 13:00:00;30.07.2023 14:00:00;-0.75
30.07.2023 14:00:00;30.07.2023 15:00:00;0
30.07.2023 15:00:00;30.07.2023 16:00:00;0.01
30.07.2023 16:00:00;30.07.2023 17:00:00;0.05
30.07.2023 17:00:00;30.07.2023 18:00:00;2.62
30.07.2023 18:00:00;30.07.2023 19:00:00;16.32
30.07.2023 19:00:00;30.07.2023 20:00:00;27.36
30.07.2023 20:00:00;30.07.2023 21:00:00;33.72
30.07.2023 21:00:00;30.07.2023 22:00:00;33.14
30.07.2023 22:00:00;30.07.2023 23:00:00;32.36
30.07.2023 23:00:00;31.07.2023 00:00:00;31.27
31.07.2023 00:00:00;31.07.2023 01:00:00;29
31.07.2023 01:00:00;31.07.2023 02:00:00;30
31.07.2023 02:00:00;31.07.2023 03:00:00;29.62
31.07.2023 03:00:00;31.07.2023 04:00:00;29.5
31.07.2023 04:00:00;31.07.2023 05:00:00;29.37
31.07.2023 05:00:00;31.07.2023 06:00:00;28.21
31.07.2023 06:00:00;31.07.2023 07:00:00;31.59
31.07.2023 07:00:00;31.07.2023 08:00:00;41.44
31.07.2023 08:00:00;31.07.2023 09:00:00;94.38
31.07.2023 09:00:00;31.07.2023 10:00:00;90.74
31.07.2023 10:00:00;31.07.2023 11:00:00;86
31.07.2023 11:00:00;31.07.2023 12:00:00;73.06
31.07.2023 12:00:00;31.07.2023 13:00:00;65.82
31.07.2023 13:00:00;31.07.2023 14:00:00;62.98
31.07.2023 14:00:00;31.07.2023 15:00:00;57.14
31.07.2023 15:00:00;31.07.2023 16:00:00;56.42
31.07.2023 16:00:00;31.07.2023 17:00:00;50
31.07.2023 17:00:00;31.07.2023 18:00:00;64.56
31.07.2023 18:00:00;31.07.2023 19:00:00;79.59
31.07.2023 19:00:00;31.07.2023 20:00:00;88.55
31.07.2023 20:00:00;31.07.2023 21:00:00;41.08
31.07.2023 21:00:00;31.07.2023 22:00:00;34.93
31.07.2023 22:00:00;31.07.2023 23:00:00;32.9
31.07.2023 23:00:00;01.08.2023 00:00:00;30.79
01.08.2023 00:00:00;01.08.2023 01:00:00;28.14
01.08.2023 01:00:00;01.08.2023 02:00:00;26.04
01.08.2023 02:00:00;01.08.2023 03:00:00;23.03
01.08.2023 03:00:00;01.08.2023 04:00:00;19.85
01.08.2023 04:00:00;01.08.2023 05:00:00;19.62
01.08.2023 05:00:00;01.08.2023 06:00:00;19.97
01.08.2023 06:00:00;01.08.2023 07:00:00;25.43
01.08.2023 07:00:00;01.08.2023 08:00:00;28.57
01.08.2023 08:00:00;01.08.2023 09:00:00;32.38
01.08.2023 09:00:00;01.08.2023 10:00:00;33.99
01.08.2023 10:00:00;01.08.2023 11:00:00;34.52
01.08.2023 11:00:00;01.08.2023 12:00:00;33.97
01.08.2023 12:00:00;01.08.2023 13:00:00;33.64
01.08.2023 13:00:00;01.08.2023 14:00:00;33.39
01.08.2023 14:00:00;01.08.2023 15:00:00;32.57
01.08.2023 15:00:00;01.08.2023 16:00:00;32.92
01.08.2023 16:00:00;01.08.2023 17:00:00;32.11
01.08.2023 17:00:00;01.08.2023 18:00:00;32.17
01.08.2023 18:00:00;01.08.2023 19:00:00;32.97
01.08.2023 19:00:00;01.08.2023 20:00:00;34.74
01.08.2023 20:00:00;01.08.2023 21:00:00;34.24
01.08.2023 21:00:00;01.08.2023 22:00:00;32.32
01.08.2023 22:00:00;01.08.2023 23:00:00;32.61
01.08.2023 23:00:00;02.08.2023 00:00:00;29.93
02.08.2023 00:00:00;02.08.2023 01:00:00;28.31
02.08.2023 01:00:00;02.08.2023 02:00:00;22.49
02.08.2023 02:00:00;02.08.2023 03:00:00;22.11
02.08.2023 03:00:00;02.08.2023 04:00:00;19.86
02.08.2023 04:00:00;02.08.2023 05:00:00;4
02.08.2023 05:00:00;02.08.2023 06:00:00;19.77
02.08.2023 06:00:00;02.08.2023 07:00:00;24.01
02.08.2023 07:00:00;02.08.2023 08:00:00;27.45
02.08.2023 08:00:00;02.08.2023 09:00:00;28.77
02.08.2023 09:00:00;02.08.2023 10:00:00;29.68
02.08.2023 10:00:00;02.08.2023 11:00:00;29.16
02.08.2023 11:00:00;02.08.2023 12:00:00;27.97
02.08.2023 12:00:00;02.08.2023 13:00:00;27.1
02.08.2023 13:00:00;02.08.2023 14:00:00;25.9
02.08.2023 14:00:00;02.08.2023 15:00:00;26.12
02.08.2023 15:00:00;02.08.2023 16:00:00;23.6
02.08.2023 16:00:00;02.08.2023 17:00:00;20.73
02.08.2023 17:00:00;02.08.2023 18:00:00;26.98
02.08.2023 18:00:00;02.08.2023 19:00:00;27.3
02.08.2023 19:00:00;02.08.2023 20:00:00;27.92
02.08.2023 20:00:00;02.08.2023 21:00:00;27.86
02.08.2023 21:00:00;02.08.2023 22:00:00;27.02
02.08.2023 22:00:00;02.08.2023 23:00:00;27.49
02.08.2023 23:00:00;03.08.2023 00:00:00;26.52
03.08.2023 00:00:00;03.08.2023 01:00:00;4.56
